date,min_edst,max_kp,category
2020-02-15,-21.51953125,2.67,quiet
2020-02-16,nan,2.33,missing
2020-02-17,nan,3.0,missing
2020-02-18,-52.916015625,3.67,disturbance
2020-02-19,-28.852864583333332,4.0,disturbance
2020-02-20,-32.3984375,2.67,disturbance
2020-02-21,-18.486979166666668,3.67,quiet
2020-02-22,-18.451171875,2.67,quiet
2020-02-23,-19.251953125,2.33,quiet
2020-02-24,-15.52734375,2.0,quiet
2020-02-25,-10.76953125,1.33,quiet
2020-02-26,-11.819661458333334,2.33,quiet
2020-02-27,-17.4921875,2.0,quiet
2020-02-28,-23.357421875,2.33,quiet
2020-02-29,nan,3.67,missing
2020-03-01,nan,3.33,missing
2020-03-02,-14.59765625,2.0,quiet
2020-03-03,-18.509765625,2.0,quiet
2020-03-04,-26.580078125,3.0,quiet
2020-03-05,-15.826171875,1.67,quiet
2020-03-06,-26.271484375,2.0,quiet
2020-03-07,-26.1240234375,2.0,quiet
2020-03-08,-13.4296875,1.67,quiet
2020-03-09,-20.242838541666668,2.0,quiet
2020-03-10,-13.349609375,2.0,quiet
2020-03-11,-8.01953125,1.67,quiet
2020-03-12,nan,2.67,missing
2020-03-13,nan,2.67,missing
2020-03-14,-7.056640625,1.0,quiet
2020-03-15,-13.888671875,1.67,quiet
2020-03-16,-27.076171875,2.0,quiet
2020-03-17,-13.33984375,1.67,quiet
2020-03-18,-20.1015625,3.0,quiet
2020-03-19,-26.373697916666668,4.33,disturbance
2020-03-20,-36.466796875,2.67,disturbance
2020-03-21,-19.346354166666668,3.0,quiet
2020-03-22,-16.088541666666668,2.33,quiet
2020-03-23,-24.5390625,3.33,quiet
2020-03-24,nan,2.67,missing
2020-03-25,-8.6171875,1.67,quiet
2020-03-26,-21.477864583333332,3.0,quiet
2020-03-27,nan,2.0,missing
2020-03-28,-19.287109375,2.33,quiet
2020-03-29,nan,3.33,missing
2020-03-30,-20.2080078125,4.0,disturbance
2020-03-31,-60.876953125,4.0,disturbance
2020-04-01,-16.1708984375,2.33,quiet
2020-04-02,-17.0234375,2.67,quiet
2020-04-03,-40.905598958333336,3.67,disturbance
2020-04-04,-19.977213541666668,2.0,quiet
2020-04-05,-15.2578125,1.67,quiet
2020-04-06,-14.0107421875,1.0,quiet
2020-04-07,-24.674479166666668,2.0,quiet
2020-04-08,-32.9580078125,3.67,disturbance
2020-04-09,-20.6435546875,1.67,quiet
2020-04-10,-8.736328125,2.33,quiet
2020-04-11,-12.077473958333334,3.33,quiet
2020-04-12,-11.6943359375,2.67,quiet
2020-04-13,-12.046875,1.67,quiet
2020-04-14,-28.533854166666668,3.33,quiet
2020-04-15,nan,3.0,missing
